"id","year","type","disaster","disaster_start_date","qualifier","payment_type"
"12115",2023,"Annual Crabgrass","Drought","2023-05-16","D4a","4 Month"
"12115",2017,"Annual Crabgrass","Drought","2017-05-22","D2","1 Month"
"12115",2024,"Annual Ryegrass","Drought","2023-12-15","D4a","4 Month"
"12115",2023,"Forage Sorghum","Drought","2023-07-25","D4a","4 Month"
"12115",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"12115",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-15","D4a","4 Month"
"12115",2023,"Full Season Improved Mixed Pasture","Drought","2023-05-16","D4a","4 Month"
"12115",2024,"Full Season Improved Pasture","Drought","2023-12-15","D4a","4 Month"
"12115",2023,"Full Season Improved Pasture","Drought","2023-05-16","D4a","4 Month"
"12115",2017,"Full Season Improved Pasture","Drought","2017-05-22","D2","1 Month"
"12115",2012,"Improved Pasture","Drought","2012-03-06","D4a","4 Month"
"12115",2024,"Long Season Small Grains","Drought","2023-12-01","D3","3 Month"
"12115",2012,"Long Season Small Grains","Drought","2012-03-06","D3","3 Month"
"12115",2023,"Native Pasture","Drought","2023-05-16","D4a","4 Month"
"12115",2017,"Native Pasture","Drought","2017-05-22","D2","1 Month"
"12115",2012,"Native Pasture","Drought","2012-03-06","D4a","4 Month"
"12115",2008,"Small Grains","Drought","2007-12-11","D2","1 Month"
"12117",2017,"Annual Crabgrass","Drought","2017-05-16","D3","3 Month"
"12117",2017,"Forage Sorghum","Drought","2017-06-01","D3","3 Month"
"12117",2017,"Full Season Improved Pasture","Drought","2017-05-16","D3","3 Month"
"12117",2012,"Improved Pasture","Drought","2012-04-10","D4a","4 Month"
"12117",2011,"Improved Pasture","Drought","2011-03-15","D3","2 Month"
"12117",2009,"Improved Pasture","Drought","2009-05-12","D3","2 Month"
"12117",2011,"Long Season Small Grains","Drought","2010-12-28","D4","3 Month"
"12117",2017,"Native Pasture","Drought","2017-05-16","D3","3 Month"
"12117",2012,"Native Pasture","Drought","2012-04-10","D4a","4 Month"
"12117",2011,"Native Pasture","Drought","2011-03-15","D3","2 Month"
"12117",2009,"Native Pasture","Drought","2009-05-12","D3","2 Month"
"12119",2023,"Annual Crabgrass","Drought","2023-04-18","D4a","4 Month"
"12119",2017,"Annual Crabgrass","Drought","2017-05-16","D3","3 Month"
"12119",2023,"Annual Ryegrass","Drought","2023-04-18","D3","3 Month"
"12119",2017,"Forage Sorghum","Drought","2017-06-01","D3","3 Month"
"12119",2023,"Full Season Improved Mixed Pasture","Drought","2023-04-18","D4a","4 Month"
"12119",2023,"Full Season Improved Pasture","Drought","2023-04-18","D4a","4 Month"
"12119",2017,"Full Season Improved Pasture","Drought","2017-05-16","D3","3 Month"
"12119",2013,"Improved Pasture","Drought","2013-03-15","D2","1 Month"
"12119",2012,"Improved Pasture","Drought","2012-04-10","D4a","4 Month"
"12119",2009,"Improved Pasture","Drought","2009-03-15","D2","1 Month"
"12119",2011,"Long Season Small Grains","Drought","2011-01-11","D3","2 Month"
"12119",2023,"Native Pasture","Drought","2023-04-18","D4a","4 Month"
"12119",2017,"Native Pasture","Drought","2017-05-16","D3","3 Month"
"12119",2013,"Native Pasture","Drought","2013-03-15","D2","1 Month"
"12119",2012,"Native Pasture","Drought","2012-04-10","D4a","4 Month"
"12119",2009,"Native Pasture","Drought","2009-03-15","D2","1 Month"
"12121",2023,"Annual Ryegrass","Drought","2023-02-06","D2","1 Month"
"12121",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"12121",2011,"Forage Sorghum","Drought","2011-06-21","D4","3 Month"
"12121",2023,"Full Season Improved Mixed Pasture","Drought","2023-02-06","D2","1 Month"
"12121",2023,"Full Season Improved Pasture","Drought","2023-02-06","D2","1 Month"
"12121",2012,"Improved Pasture","Drought","2012-04-01","D4b","5 Month"
"12121",2011,"Improved Pasture","Drought","2011-04-01","D4","3 Month"
"12121",2023,"Long Season Small Grains","Drought","2023-02-06","D2","1 Month"
"12121",2012,"Long Season Small Grains","Drought","2012-02-07","D3","3 Month"
"12121",2011,"Long Season Small Grains","Drought","2010-12-07","D4","3 Month"
"12121",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"12121",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"12123",2023,"Annual Ryegrass","Drought","2023-01-25","D2","1 Month"
"12123",2020,"Annual Ryegrass","Drought","2020-04-13","D2","1 Month"
"12123",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"12123",2011,"Forage Sorghum","Drought","2011-06-21","D4","3 Month"
"12123",2023,"Full Season Improved Mixed Pasture","Drought","2023-01-25","D2","1 Month"
"12123",2020,"Full Season Improved Mixed Pasture","Drought","2020-04-13","D2","1 Month"
"12123",2023,"Full Season Improved Pasture","Drought","2023-01-25","D2","1 Month"
"12123",2020,"Full Season Improved Pasture","Drought","2020-04-13","D2","1 Month"
"12123",2012,"Improved Pasture","Drought","2012-04-01","D4b","5 Month"
"12123",2011,"Improved Pasture","Drought","2011-06-21","D4","3 Month"
"12123",2023,"Long Season Small Grains","Drought","2023-01-25","D2","1 Month"
"12123",2012,"Long Season Small Grains","Drought","2012-02-07","D3","3 Month"
"12123",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"12123",2011,"Native Pasture","Drought","2011-06-21","D4","3 Month"
"12125",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"12125",2011,"Forage Sorghum","Drought","2011-06-21","D3","2 Month"
"12125",2012,"Improved Pasture","Drought","2012-04-01","D4b","5 Month"
"12125",2011,"Improved Pasture","Drought","2011-04-01","D3","2 Month"
"12125",2012,"Long Season Small Grains","Drought","2012-02-07","D3","3 Month"
"12125",2011,"Long Season Small Grains","Drought","2010-12-01","D4","3 Month"
"12125",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"12125",2011,"Native Pasture","Drought","2011-04-01","D3","2 Month"
"12127",2012,"Improved Pasture","Drought","2012-04-10","D4a","4 Month"
"12127",2011,"Improved Pasture","Drought","2011-03-15","D3","2 Month"
"12127",2009,"Improved Pasture","Drought","2009-05-12","D3","2 Month"
"12127",2011,"Long Season Small Grains","Drought","2010-12-14","D4","3 Month"
"12127",2012,"Native Pasture","Drought","2012-04-10","D4a","4 Month"
"12127",2011,"Native Pasture","Drought","2011-03-15","D3","2 Month"
"12127",2009,"Native Pasture","Drought","2009-05-12","D3","2 Month"
"12129",2020,"Annual Ryegrass","Drought","2020-04-13","D2","1 Month"
"12129",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"12129",2011,"Forage Sorghum","Drought","2011-06-14","D4","3 Month"
"12129",2020,"Full Season Improved Mixed Pasture","Drought","2020-04-13","D2","1 Month"
"12129",2020,"Full Season Improved Pasture","Drought","2020-04-13","D2","1 Month"
"12129",2012,"Improved Pasture","Drought","2012-05-01","D4a","4 Month"
"12129",2011,"Improved Pasture","Drought","2011-06-14","D4","3 Month"
"12129",2012,"Long Season Small Grains","Drought","2011-12-01","D3","3 Month"
"12129",2012,"Native Pasture","Drought","2012-05-01","D4a","4 Month"
"12129",2011,"Native Pasture","Drought","2011-06-14","D4","3 Month"
"12131",2019,"Annual Crabgrass","Drought","2019-10-01","D3","3 Month"
"12131",2017,"Annual Ryegrass","Drought","2016-12-01","D3","3 Month"
"12131",2012,"Forage Sorghum","Drought","2012-06-05","D3","3 Month"
"12131",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"12131",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D3","3 Month"
"12131",2019,"Full Season Improved Pasture","Drought","2019-10-01","D3","3 Month"
"12131",2017,"Full Season Improved Pasture","Drought","2016-12-01","D3","3 Month"
"12131",2012,"Improved Pasture","Drought","2012-05-01","D3","3 Month"
"12131",2011,"Improved Pasture","Drought","2011-05-17","D4","3 Month"
"12131",2017,"Long Season Small Grains","Drought","2016-12-01","D3","3 Month"
"12131",2012,"Long Season Small Grains","Drought","2011-12-01","D3","3 Month"
"12131",2011,"Long Season Small Grains","Drought","2010-12-01","D2","1 Month"
"12131",2019,"Native Pasture","Drought","2019-10-01","D3","3 Month"
"12131",2012,"Native Pasture","Drought","2012-05-01","D3","3 Month"
"12131",2011,"Native Pasture","Drought","2011-05-17","D4","3 Month"
"12133",2019,"Annual Crabgrass","Drought","2019-10-08","D3","3 Month"
"12133",2017,"Annual Ryegrass","Drought","2016-12-01","D3","3 Month"
"12133",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"12133",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-08","D3","3 Month"
"12133",2019,"Full Season Improved Pasture","Drought","2019-10-08","D3","3 Month"
"12133",2017,"Full Season Improved Pasture","Drought","2016-12-01","D3","3 Month"
"12133",2012,"Improved Pasture","Drought","2012-05-01","D2","1 Month"
"12133",2011,"Improved Pasture","Drought","2011-05-17","D4","3 Month"
"12133",2017,"Long Season Small Grains","Drought","2016-12-01","D3","3 Month"
"12133",2012,"Long Season Small Grains","Drought","2011-12-01","D3","3 Month"
"12133",2019,"Native Pasture","Drought","2019-10-08","D3","3 Month"
"12133",2012,"Native Pasture","Drought","2012-05-01","D2","1 Month"
"12133",2011,"Native Pasture","Drought","2011-05-17","D4","3 Month"
"13001",2018,"Annual Ryegrass","Drought","2018-04-30","D2","1 Month"
"13001",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13001",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13001",2018,"Full Season Improved Mixed Pasture","Drought","2018-04-30","D2","1 Month"
"13001",2018,"Full Season Improved Pasture","Drought","2018-05-09","D2","1 Month"
"13001",2012,"Improved Pasture","Drought","2012-03-15","D4a","4 Month"
"13001",2011,"Improved Pasture","Drought","2011-03-15","D4","3 Month"
"13001",2013,"Long Season Small Grains","Drought","2012-12-15","D2","1 Month"
"13001",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13001",2011,"Long Season Small Grains","Drought","2010-12-15","D2","1 Month"
"13001",2018,"Native Pasture","Drought","2018-05-09","D2","1 Month"
"13001",2012,"Native Pasture","Drought","2012-04-01","D4a","4 Month"
"13001",2011,"Native Pasture","Drought","2011-05-10","D4","3 Month"
"13003",2018,"Annual Ryegrass","Drought","2018-05-07","D2","1 Month"
"13003",2017,"Annual Ryegrass","Drought","2017-05-09","D3","3 Month"
"13003",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13003",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13003",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13003",2018,"Full Season Improved Mixed Pasture","Drought","2018-05-07","D2","1 Month"
"13003",2018,"Full Season Improved Pasture","Drought","2018-05-09","D2","1 Month"
"13003",2017,"Full Season Improved Pasture","Drought","2017-05-09","D3","3 Month"
"13003",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13003",2011,"Improved Pasture","Drought","2011-03-29","D4","3 Month"
"13003",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13003",2011,"Long Season Small Grains","Drought","2010-12-15","D3","2 Month"
"13003",2018,"Native Pasture","Drought","2018-05-09","D2","1 Month"
"13003",2017,"Native Pasture","Drought","2017-05-09","D3","3 Month"
"13003",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13003",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"13005",2018,"Annual Ryegrass","Drought","2018-04-30","D2","1 Month"
"13005",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13005",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13005",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13005",2018,"Full Season Improved Mixed Pasture","Drought","2018-04-30","D2","1 Month"
"13005",2018,"Full Season Improved Pasture","Drought","2018-05-09","D2","1 Month"
"13005",2012,"Improved Pasture","Drought","2012-03-15","D4a","4 Month"
"13005",2011,"Improved Pasture","Drought","2011-03-29","D4","3 Month"
"13005",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13005",2011,"Long Season Small Grains","Drought","2010-12-15","D3","2 Month"
"13005",2018,"Native Pasture","Drought","2018-05-09","D2","1 Month"
"13005",2012,"Native Pasture","Drought","2012-04-01","D4a","4 Month"
"13005",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"13007",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13007",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13007",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13007",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13007",2008,"Forage Sorghum","Drought","2008-06-24","D2","1 Month"
"13007",2017,"Full Season Improved Pasture","Drought","2017-06-12","D2","1 Month"
"13007",2016,"Full Season Improved Pasture","Drought","2016-11-15","D3","3 Month"
"13007",2014,"Improved Pasture","Drought",NA,"D2","1 Month"
"13007",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13007",2011,"Improved Pasture","Drought","2011-05-17","D4","3 Month"
"13007",2008,"Improved Pasture","Drought","2008-06-24","D2","1 Month"
"13007",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13007",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13007",2017,"Native Pasture","Drought","2017-06-12","D2","1 Month"
"13007",2016,"Native Pasture","Drought","2016-11-15","D3","3 Month"
"13007",2014,"Native Pasture","Drought",NA,"D2","1 Month"
"13007",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13007",2011,"Native Pasture","Drought","2011-05-17","D4","3 Month"
"13007",2008,"Native Pasture","Drought","2008-06-24","D2","1 Month"
"13009",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13009",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13009",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13009",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13009",2008,"Forage Sorghum","Drought","2008-07-01","D2","1 Month"
"13009",2019,"Full Season Improved Mixed Pasture","Drought",NA,"D3","3 Month"
"13009",2019,"Full Season Improved Pasture","Drought",NA,"D3","3 Month"
"13009",2016,"Full Season Improved Pasture","Drought","2016-09-20","D4a","4 Month"
"13009",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13009",2011,"Improved Pasture","Drought","2011-05-31","D4","3 Month"
"13009",2008,"Improved Pasture","Drought","2008-09-30","D4","3 Month"
"13009",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13009",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13009",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13009",2019,"Native Pasture","Drought",NA,"D3","3 Month"
"13009",2016,"Native Pasture","Drought","2016-09-20","D4a","4 Month"
"13009",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13009",2011,"Native Pasture","Drought","2011-05-31","D4","3 Month"
"13009",2008,"Native Pasture","Drought","2008-09-30","D3","2 Month"
"13011",2017,"Annual Ryegrass","Drought","2017-02-14","D3","3 Month"
"13011",2016,"Forage Sorghum","Drought","2016-06-28","D3","3 Month"
"13011",2012,"Forage Sorghum","Drought","2012-06-01","D2","1 Month"
"13011",2008,"Forage Sorghum","Drought","2008-07-22","D4","3 Month"
"13011",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D4a","4 Month"
"13011",2019,"Full Season Improved Pasture","Drought","2019-10-01","D4a","4 Month"
"13011",2017,"Full Season Improved Pasture","Drought","2017-03-15","D3","3 Month"
"13011",2016,"Full Season Improved Pasture","Drought","2016-06-28","D4a","4 Month"
"13011",2012,"Improved Pasture","Drought","2012-05-01","D2","1 Month"
"13011",2011,"Improved Pasture","Drought","2011-09-06","D4","3 Month"
"13011",2009,"Improved Pasture","Drought","2009-03-15","D3","2 Month"
"13011",2008,"Improved Pasture","Drought","2008-07-22","D4","3 Month"
"13011",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13011",2019,"Native Pasture","Drought","2019-10-01","D4a","4 Month"
"13011",2017,"Native Pasture","Drought","2017-03-15","D3","3 Month"
"13011",2016,"Native Pasture","Drought","2016-06-28","D4a","4 Month"
"13011",2012,"Native Pasture","Drought","2012-05-01","D2","1 Month"
"13011",2011,"Native Pasture","Drought","2011-09-06","D4","3 Month"
"13011",2008,"Native Pasture","Drought","2008-07-22","D4","3 Month"
"13013",2017,"Annual Ryegrass","Drought","2017-03-28","D2","1 Month"
"13013",2016,"Forage Sorghum","Drought","2016-06-14","D2","1 Month"
"13013",2012,"Forage Sorghum","Drought","2012-06-26","D3","3 Month"
"13013",2011,"Forage Sorghum","Drought","2011-08-30","D3","2 Month"
"13013",2008,"Forage Sorghum","Drought","2008-07-22","D4","3 Month"
"13013",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-15","D3","3 Month"
"13013",2019,"Full Season Improved Pasture","Drought","2019-10-15","D3","3 Month"
"13013",2016,"Full Season Improved Pasture","Drought","2016-06-14","D4a","4 Month"
"13013",2012,"Improved Pasture","Drought","2012-05-01","D4a","4 Month"
"13013",2011,"Improved Pasture","Drought","2011-08-30","D4","3 Month"
"13013",2008,"Improved Pasture","Drought","2008-07-22","D4","3 Month"
"13013",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13013",2019,"Native Pasture","Drought","2019-10-15","D3","3 Month"
"13013",2016,"Native Pasture","Drought","2016-06-14","D4a","4 Month"
"13013",2012,"Native Pasture","Drought","2012-05-01","D4a","4 Month"
"13013",2011,"Native Pasture","Drought","2011-08-30","D4","3 Month"
"13013",2008,"Native Pasture","Drought","2008-07-22","D4","3 Month"
"13015",2017,"Annual Ryegrass","Drought","2017-02-21","D3","3 Month"
"13015",2016,"Forage Sorghum","Drought","2016-07-12","D3","3 Month"
"13015",2012,"Forage Sorghum","Drought","2012-07-24","D3","3 Month"
"13015",2008,"Forage Sorghum","Drought","2008-08-19","D3","2 Month"
"13015",2023,"Full Season Improved Mixed Pasture","Drought","2023-10-31","D4a","4 Month"
"13015",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D4a","4 Month"
"13015",2023,"Full Season Improved Pasture","Drought","2023-10-31","D3","3 Month"
"13015",2019,"Full Season Improved Pasture","Drought","2019-10-01","D4a","4 Month"
"13015",2017,"Full Season Improved Pasture","Drought","2017-03-15","D4a","4 Month"
"13015",2016,"Full Season Improved Pasture","Drought","2016-07-12","D4b","5 Month"
"13015",2012,"Improved Pasture","Drought","2012-07-24","D4a","4 Month"
"13015",2008,"Improved Pasture","Drought","2008-03-15","D4","3 Month"
"13015",2024,"Long Season Small Grains","Drought","2023-12-15","D3","3 Month"
"13015",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13015",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13015",2023,"Native Pasture","Drought","2023-10-31","D3","3 Month"
"13015",2019,"Native Pasture","Drought","2019-10-01","D4a","4 Month"
"13015",2017,"Native Pasture","Drought","2017-03-15","D4a","4 Month"
"13015",2016,"Native Pasture","Drought","2016-07-12","D4b","5 Month"
"13015",2012,"Native Pasture","Drought","2012-07-24","D4a","4 Month"
"13015",2008,"Native Pasture","Drought","2008-04-01","D4","3 Month"
"13017",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13017",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13017",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13017",2016,"Full Season Improved Pasture","Drought","2016-11-29","D3","3 Month"
"13017",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13017",2011,"Improved Pasture","Drought","2011-03-15","D4","3 Month"
"13017",2013,"Long Season Small Grains","Drought","2012-12-15","D2","1 Month"
"13017",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13017",2011,"Long Season Small Grains","Drought","2010-12-15","D2","1 Month"
"13017",2016,"Native Pasture","Drought","2016-11-29","D3","3 Month"
"13017",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13017",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"13019",2018,"Annual Ryegrass","Drought","2018-05-14","D2","1 Month"
"13019",2017,"Annual Ryegrass","Drought","2017-05-09","D3","3 Month"
"13019",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13019",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13019",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13019",2018,"Full Season Improved Mixed Pasture","Drought","2018-05-14","D2","1 Month"
"13019",2018,"Full Season Improved Pasture","Drought","2018-05-14","D2","1 Month"
"13019",2017,"Full Season Improved Pasture","Drought","2017-05-09","D3","3 Month"
"13019",2016,"Full Season Improved Pasture","Drought","2016-11-29","D3","3 Month"
"13019",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13019",2011,"Improved Pasture","Drought","2011-03-15","D4","3 Month"
"13019",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13019",2011,"Long Season Small Grains","Drought","2010-12-15","D2","1 Month"
"13019",2018,"Native Pasture","Drought","2018-05-14","D2","1 Month"
"13019",2017,"Native Pasture","Drought","2017-05-09","D3","3 Month"
"13019",2016,"Native Pasture","Drought","2016-11-29","D3","3 Month"
"13019",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13019",2011,"Native Pasture","Drought","2011-05-10","D4","3 Month"
"13021",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13021",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13021",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13021",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13021",2008,"Forage Sorghum","Drought","2008-06-24","D2","1 Month"
"13021",2016,"Full Season Improved Pasture","Drought","2016-08-02","D4a","4 Month"
"13021",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13021",2011,"Improved Pasture","Drought","2011-05-31","D4","3 Month"
"13021",2008,"Improved Pasture","Drought","2008-06-24","D2","1 Month"
"13021",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13021",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13021",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13021",2016,"Native Pasture","Drought","2016-08-02","D4a","4 Month"
"13021",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13021",2011,"Native Pasture","Drought","2011-05-31","D4","3 Month"
"13021",2008,"Native Pasture","Drought","2008-06-24","D2","1 Month"
"13021",2008,"Small Grains","Drought","2007-12-15","D3","2 Month"
"13023",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13023",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13023",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13023",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13023",2016,"Full Season Improved Pasture","Drought","2016-11-15","D3","3 Month"
"13023",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13023",2011,"Improved Pasture","Drought","2011-05-31","D4","3 Month"
"13023",2008,"Improved Pasture","Drought","2008-07-22","D2","1 Month"
"13023",2017,"Long Season Small Grains","Drought","2016-12-15","D3","3 Month"
"13023",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13023",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13023",2016,"Native Pasture","Drought","2016-11-15","D3","3 Month"
"13023",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13023",2011,"Native Pasture","Drought","2011-05-31","D4","3 Month"
"13023",2008,"Native Pasture","Drought","2008-07-22","D2","1 Month"
"13025",2018,"Annual Ryegrass","Drought","2018-04-30","D2","1 Month"
"13025",2017,"Annual Ryegrass","Drought","2017-05-09","D3","3 Month"
"13025",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13025",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13025",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13025",2018,"Full Season Improved Mixed Pasture","Drought","2018-04-30","D2","1 Month"
"13025",2018,"Full Season Improved Pasture","Drought","2018-05-09","D2","1 Month"
"13025",2017,"Full Season Improved Pasture","Drought","2017-05-09","D3","3 Month"
"13025",2012,"Improved Pasture","Drought","2012-03-15","D4a","4 Month"
"13025",2011,"Improved Pasture","Drought","2011-03-15","D4","3 Month"
"13025",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13025",2012,"Long Season Small Grains","Drought","2011-12-20","D3","3 Month"
"13025",2011,"Long Season Small Grains","Drought","2010-12-15","D4","3 Month"
"13025",2018,"Native Pasture","Drought","2018-05-09","D2","1 Month"
"13025",2017,"Native Pasture","Drought","2017-05-09","D3","3 Month"
"13025",2012,"Native Pasture","Drought","2012-04-01","D4a","4 Month"
"13025",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"13027",2017,"Annual Ryegrass","Drought","2017-05-09","D3","3 Month"
"13027",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13027",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13027",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13027",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13027",2017,"Full Season Improved Pasture","Drought","2017-05-09","D3","3 Month"
"13027",2016,"Full Season Improved Pasture","Drought","2016-11-29","D3","3 Month"
"13027",2012,"Improved Pasture","Drought","2012-03-15","D4b","5 Month"
"13027",2011,"Improved Pasture","Drought","2011-05-31","D4","3 Month"
"13027",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13027",2012,"Long Season Small Grains","Drought","2012-01-17","D3","3 Month"
"13027",2017,"Native Pasture","Drought","2017-05-09","D3","3 Month"
"13027",2016,"Native Pasture","Drought","2016-11-29","D3","3 Month"
"13027",2012,"Native Pasture","Drought","2012-04-01","D4b","5 Month"
"13027",2011,"Native Pasture","Drought","2011-05-31","D4","3 Month"
"13029",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13029",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13029",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13029",2022,"Full Season Improved Mixed Pasture","Drought","2022-07-04","D2","1 Month"
"13029",2022,"Full Season Improved Pasture","Drought","2022-07-04","D2","1 Month"
"13029",2012,"Improved Pasture","Drought","2012-03-15","D4a","4 Month"
"13029",2011,"Improved Pasture","Drought","2011-03-15","D4","3 Month"
"13029",2013,"Long Season Small Grains","Drought","2012-12-15","D3","3 Month"
"13029",2012,"Long Season Small Grains","Drought","2011-12-15","D3","3 Month"
"13029",2011,"Long Season Small Grains","Drought","2010-12-15","D2","1 Month"
"13029",2022,"Native Pasture","Drought","2022-07-04","D2","1 Month"
"13029",2012,"Native Pasture","Drought","2012-04-01","D4a","4 Month"
"13029",2011,"Native Pasture","Drought","2011-04-01","D4","3 Month"
"13031",2013,"Annual Ryegrass","Drought",NA,"D3","3 Month"
"13031",2012,"Annual Ryegrass","Drought",NA,"D4a","4 Month"
"13031",2012,"Forage Sorghum","Drought","2012-06-01","D3","3 Month"
"13031",2011,"Forage Sorghum","Drought","2011-06-01","D4","3 Month"
"13031",2022,"Full Season Improved Mixed Pasture","Drought","2022-07-04","D2","1 Month"
"13031",2022,"Full Season Improved Pasture","Drought","2022-07-04","D2","1 Month"
